itemid,mean_bin,mean_cont,mean_disc,mean_disc_imp,std_bin,std_cont,std_disc,std_disc_imp
50803,0.00198403935234144,0.00029594285964448,0.0011014469918077,0.00099287338468198,0.0002516030196414212,5.9212636108527575e-05,0.0001474978045814099,0.00024386663761488016
50804,0.01057116790980292,0.00802389907120296,0.010153663712967439,0.01058624521577774,0.0006855559496805036,0.0004851655575802829,0.0003974166587910221,0.00022723191284732415
50805,0.0009636614258955199,6.1510604576491e-05,0.00021837276130119154,0.00024301778147340137,0.0003396773771551896,4.349553102926106e-05,0.00015140215706427502,0.00013304996464856233
50806,0.004538451633125639,0.00187730884039,0.0030316505039468997,0.00323026278075522,0.0002865291455274695,0.0003419007786752387,0.00033997369703772044,0.00035038921634145267
50808,0.00906044255144128,0.0034481985970180595,0.00612240428869746,0.0056586754353063,0.0008943915318612356,0.0006384315402425824,0.0004436852767815828,0.00032407796676619757
50809,0.006001036788763859,0.00207763215698292,0.00405906121271706,0.00425072893226406,0.0007288140092808744,0.0005146546752307287,0.0005749504949184027,0.0006584529481719924
50811,0.00592528564796634,0.00201446938852738,0.00303446412299122,0.00287493724492552,0.0005351189548379797,0.0004678940552718928,0.00025756605801320755,0.0003846547822743589
50813,0.02361474430081508,0.00970052534254542,0.01274151474341556,0.0124791988536453,0.0013385317588143547,0.0006130716150511723,0.0006228215102395842,0.001088084869446143
50814,0.0010987155950862,0.00012188075201882994,0.00022441622531858,0.00027331433095190003,0.00039525377533538143,3.258263472686316e-05,0.00010716168700737173,6.664088499225535e-05
50818,0.01001291690428998,0.008724336388878021,0.01159258962710422,0.01193275484653162,0.0007638258339283451,0.00048141042934878405,0.0003587286940974772,0.0006794812337457925
50820,0.01353579462334746,0.00947168174059892,0.01333999198720306,0.0132543278599274,0.001314852098007129,0.0016033439772461648,0.0009324841237066504,0.0014108481999922883
50821,0.011056457576005,0.006030976041058759,0.0093134282661065,0.00907699602542536,0.001142216178820056,0.0008634339830476609,0.0007649660798750346,0.0007769293967112428
50822,0.01295291736656642,0.00399977843690826,0.00620755457451726,0.00590747801562822,0.0016292148782781441,0.0006235787005806253,0.0008561602386486015,0.0007440619073613327
50824,0.0059866675699086404,0.0019363841982062001,0.00336103060941874,0.0035699108417314995,0.0005189993365438106,0.0004709179078428925,0.00036540170934453895,0.00023758504301665638
50853,0.00298277864770672,0.0005063152835528999,0.00115856469168656,0.00111306871782946,0.00033981498810718816,0.00012516904318969215,0.00020495393737650673,0.00020303312721809102
50856,0.0017140997341342599,0.0001514914813354633,0.0005635494429013,0.00061802708155044,0.0005484018873276146,9.215814677011198e-05,0.00021376435693367033,0.0002182561995264164
50861,0.012420438023720181,0.015282342351115242,0.01468506099556672,0.014278375402164279,0.0007743056798785896,0.00100059886216248,0.0006806641068834182,0.0006648415037483535
50862,0.02870694593304086,0.0125943534617042,0.01659397841990426,0.0158023285157828,0.0015345183064520553,0.0019762910756308504,0.001025006918213885,0.0008837866239698988
50863,0.01214427807122362,0.01650982602622058,0.018109556837633562,0.01805080331060966,0.0004636268986709086,0.000372511472090541,0.0017090877257448622,0.0019319512424183483
50866,0.0008812730893599,0.00010279357023301648,0.00025546564282558,0.0002105454098453305,0.00015057649617728763,6.40998349833714e-05,0.0001061153454896212,9.130650488255109e-05
50867,0.0064008252803221,0.0011618341343612002,0.00239376496251336,0.0023672768806247,0.0004302537527622674,0.00026391291939552503,0.00039388141544405254,0.0004919737227871753
50868,0.029942406573385837,0.028533105009930382,0.02691134143617978,0.025914716455473004,0.001237164886325521,0.002451739644053228,0.0013769034234746465,0.0015015763251622224
50877,0.00026546841512553696,4.0312503696033955e-05,7.889288652767893e-05,7.667217882373846e-05,0.0001611779758138598,4.727445373832488e-05,5.070913974515052e-05,7.70647317620412e-05
