itemid,mean_bin,mean_cont,mean_disc,mean_disc_imp,std_bin,std_cont,std_disc,std_disc_imp
50804,0.01812388481415298,0.00467912337439598,0.007190756088908459,0.007418906225466921,0.004303109159011708,0.0014009038157018069,0.001861566039174901,0.002039345416302509
50806,0.00198307547675466,0.00029680946340032,0.00032520361229946,0.00036703400957689995,0.0008316702336141893,0.0002849709922767902,9.943772028960928e-05,5.7135348749422916e-05
50808,0.00620587193205584,0.00086991762250284,0.00223768786704006,0.00233265308427404,0.0011080202869902648,0.0002385183375427735,0.0009073052461799103,0.0011101130284178723
50809,0.00292072437448452,0.00045485472520951996,0.00055929487104404,0.0005688570699926394,0.000993965851932841,0.0004180625010795584,0.00036114135199823025,0.00036807505020116364
50811,0.00250574225140536,0.0003913635046652,0.00089649528567852,0.00092860674266742,0.00046682031004298847,0.00017838746553648717,0.0002335390471307944,0.00028009400358587584
50813,0.02166642381095992,0.00431831704293312,0.00599558397271596,0.005886763349431419,0.003764565091273939,0.0011597304396928343,0.0006543122947065208,0.0010358423104900498
50818,0.014139580284464982,0.005330032934037899,0.00677083304438546,0.00665930466833468,0.00215383917653756,0.0020370030762163114,0.0012257591837362641,0.0011559319994035226
50820,0.02307490836231498,0.00784436070052546,0.01002924143659876,0.00984585350870854,0.006897888867485538,0.004028522809895574,0.003472112295209492,0.0034786860101706624
50821,0.017377200982409902,0.0036158707393865,0.0071961481830841,0.0072233678720489,0.007213899293530471,0.0021118678394875193,0.003193133795151932,0.003225773534223723
50822,0.01636074401741628,0.00107728929469344,0.0031976241946860004,0.0032053222400654003,0.004881495214310394,0.0006910216247829554,0.0013973819163785605,0.001169402558602922
50824,0.00311531506839332,0.00025340476609242,0.00084129298098818,0.0009382760990465598,0.0007756957957215753,0.0001761441624263934,0.0003585195771723727,0.0005502758068857687
50853,0.005070560685831201,0.0006306212527881,0.00143635102899922,0.00139886500275994,0.0025332222703013238,0.00036896987495802256,0.0008061779620297124,0.0008002425049839453
50861,0.015341155583948699,0.01273030517445484,0.00961314735446418,0.00959652854433002,0.001591063866239605,0.0025462077759245898,0.0029480833234742376,0.003019796943271784
50862,0.030843751395692297,0.00955288038537206,0.00848782852587286,0.0085330845836386,0.004364795728989815,0.00292900468367091,0.0023861010340419362,0.002209899432489795
50863,0.01564765016276408,0.013423699901528221,0.00999653471750188,0.01051791611871678,0.0006729803091459106,0.00297875357650496,0.0022312715929996697,0.0032471420808389824
50867,0.0026655050590076996,0.0005676039505426399,0.00059310421735376,0.0007167243629086801,0.0010200039447874451,0.00020885282142713861,0.00045139002719514764,0.0005453257086747766
50868,0.030600231891284004,0.01800960967789346,0.012118316292290699,0.012599150386984882,0.004218003112940049,0.0028019001779767427,0.0025187586032649196,0.002557174736476927
50878,0.0134657981001701,0.01513724262019818,0.00825044861261332,0.00832559771970078,0.001639667585254423,0.0026024986793978786,0.0012132666350157097,0.000839756897518239
50881,0.00029597048313271645,2.285714285714e-05,5.9216284401454545e-05,4.4670829856e-05,0.0002737858906646617,5.11101251999888e-05,5.674897957967583e-05,6.153851847916472e-05
50882,0.00292185940594928,0.017939052366668977,0.010565301873802242,0.010860770773787939,0.0010659826417932718,0.002377108511724124,0.0012699027087785758,0.0009813828190728241
