model,measure,mean_cont,std_cont,mean_disc,std_disc,mean_disc_imp,std_disc_imp,mean_bin,std_bin,mean_cont_bin,std_cont_bin,mean_disc_bin,std_disc_bin,mean_cont_disc_bin,std_cont_disc_bin
rf,auc_roc,0.5930891763079444,0.07900154199562252,0.5917819554603284,0.0685427427045544,0.5780971904813252,0.05862307355864127,0.48063126684316365,0.06703465745435569,0.5719809291812307,0.040589732946654834,0.5844054593887632,0.03897604255534592,0.586129080524863,0.11491528775886657
rf,avg_prec,0.025510740201559107,0.03172129260025822,0.012052947967940111,0.006586339316422915,0.007734765097747051,0.0011458914914064386,0.008427127016427359,0.0031407331172606653,0.009352027345590338,0.004794459630037974,0.007685144875798473,0.000647878281536466,0.014686373484403503,0.01389455502485836
rf,f1,0.0,0.0,0.0,0.0,0.0,0.0,0.02818430533358615,0.02936148613012552,0.0,0.0,0.0,0.0,0.0,0.0
rf,mcc,0.0,0.0,0.0,0.0,0.0,0.0,0.021083406220695853,0.03141964742047083,0.0,0.0,0.0,0.0,0.0,0.0
rf,balanced_acc,0.5,0.0,0.5,0.0,0.5,0.0,0.5158583897030671,0.022582173853896197,0.5,0.0,0.5,0.0,0.5,0.0
balanced_rf,auc_roc,0.8369416479319808,0.06411265590302215,0.8299424312640582,0.0649880052872748,0.8256329562341499,0.06556732035778229,0.74670211200685,0.062637911561284,0.8386439332032156,0.07055539736099624,0.8235821000134134,0.0702705817160045,0.8417494162191703,0.06864252827018061
balanced_rf,avg_prec,0.04966519724421371,0.010747389148871923,0.05318904714093471,0.009578266842432154,0.049785834451581225,0.011925204840298102,0.02073296647924578,0.005977391887535159,0.05209720908386778,0.0118426045536366,0.04531892723598887,0.005174012711763916,0.06310552680293816,0.02853098310516917
balanced_rf,f1,0.0890086180243945,0.012951730541736393,0.0710455479297842,0.007426163708326636,0.07041521735589035,0.010366286468666734,0.033878711479330734,0.007341710418504572,0.08525222497026046,0.014684284183822064,0.06851754652370366,0.011853794455102895,0.08438497524407836,0.009778335049974423
balanced_rf,mcc,0.16112681310748633,0.02466006283196826,0.13890653684328086,0.02387590098350737,0.13715424724727715,0.030246184727065275,0.07335645345193775,0.024104182549011584,0.1565652577567256,0.02844897788657429,0.13657375122225757,0.031411888524605865,0.153596326473693,0.025198633951551183
balanced_rf,balanced_acc,0.7878784949734484,0.05075959177379425,0.7764834335092358,0.06371989438784784,0.7724371307650594,0.07340567970870279,0.6913316740169971,0.06284206813957528,0.7856632842676419,0.05970951633409376,0.7779085392707017,0.07143467586296921,0.7780991122615866,0.05923816142924533
catboost,auc_roc,0.8184351810474968,0.07892535334454885,0.785204907899609,0.10377717926474106,0.7712162243530454,0.08024950460666314,0.7143280029367428,0.10453143191574835,0.8002993390760487,0.075322935257821,0.7746997251065684,0.07042936125726698,0.8038274316322134,0.09182001682573297
catboost,avg_prec,0.0696524406540997,0.067924120602579,0.05822659627332647,0.027571708137531473,0.03848625523031868,0.008831360394046032,0.02164472272107228,0.008548330136608705,0.07217353477352971,0.04736027793651802,0.037098526294011766,0.008606073490386718,0.0766815962272058,0.05110504823343754
catboost,f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.040655781409087086,0.0,0.0,0.01818181818181818,0.040655781409087086
catboost,mcc,-0.00029173943505516914,0.0006523492085007433,0.0,0.0,-0.0005768155073828029,0.0007899249927548639,0.0,0.0,0.04293122315023941,0.09761204535887842,0.0,0.0,0.04321629922256704,0.09745206629518641
catboost,balanced_acc,0.49996879875195005,6.976811162244687e-05,0.5,0.0,0.4999375975039001,8.54481368962677e-05,0.5,0.0,0.5046995022658048,0.010683111580887231,0.5,0.0,0.5047307035138549,0.010665598709206225
