itemid,mean_bin,mean_cont,mean_disc,mean_disc_imp,std_bin,std_cont,std_disc,std_disc_imp
50803,0.00256697168508908,0.00015560932639519355,0.0010044953895475,0.0008295617947128801,0.0005670258481542773,9.87367674594923e-05,0.0003410263119652396,0.00015887746544948796
50804,0.012919574977665141,0.00887424307862208,0.01249912146486508,0.0126103657123494,0.0013391329340910064,0.0017275835795014759,0.001982931692193003,0.0016091850580237917
50805,0.00029029094903630003,5.51255291302539e-05,0.00014227985612232,9.633605188728996e-05,0.00011788196168243812,6.472710121897212e-05,3.232589043971241e-05,5.218887861430421e-05
50806,0.0060126400727022,0.00324637975706844,0.00485683387452954,0.005253312134326281,0.001006270931133602,0.00027988653848421476,0.0003546982946878924,0.00018075758534729904
50808,0.0092258947110116,0.00449424323133744,0.0074249031253274395,0.00769321159994074,0.00107750007320187,0.00035329955306146106,0.0010387042515503275,0.0009917276782063697
50809,0.00675464686008864,0.00396754359086806,0.00524561377868218,0.00502358812606074,0.0013435750309178259,0.0007769071696700971,0.0005499478792106708,0.0006515361273954063
50811,0.007888238972250319,0.0049270618787941,0.00500577806878678,0.005232282962192801,0.000945736579324044,0.0008637250564114047,0.0004515093471356519,0.0012019735515783865
50813,0.02328229198139076,0.01134266063279374,0.01293986873947714,0.01329888143519064,0.0023818520869978528,0.0017470013334660536,0.0013848169366265978,0.001948244369518579
50814,0.00022108943750525934,2.7557027214297937e-05,9.886990832938e-05,0.00011003983820356313,9.495177502222141e-05,4.359913316031211e-05,5.9774119105822157e-05,4.5103069110614094e-05
50818,0.01251192136036646,0.0114115637671029,0.014691566472717221,0.015491665494705681,0.0011754502408732276,0.0021615544275735404,0.0011580037296541363,0.001793057303767452
50820,0.01372399137896346,0.01092083997516666,0.015176871068739281,0.014907046498739298,0.0012473871976549714,0.0014110910581872247,0.0007383000959008127,0.0011789436516811734
50821,0.010835147464389,0.00735180196656358,0.01147898796584188,0.01067288794300278,0.0008351795053094684,0.0015344438006853573,0.0018532447873487018,0.0009780901287062417
50822,0.01510887369062002,0.00587011183869406,0.00748520994895,0.0072208305988521,0.0023575708574083707,0.0009814852086605461,0.0008911201968153439,0.0007529545729644815
50824,0.0067888260490665,0.00318854886261936,0.00597726445563266,0.00566527973909286,0.00029733273429956704,0.0007338466321392316,0.0006367597567248257,0.0008509664635315848
50853,0.00416895699349982,0.00062869073896792,0.0018925177602642797,0.0020181192777082397,0.00105783620382886,0.0003534251901697418,0.00040779296428849245,0.00017404888781795205
50856,0.0017689539831666201,0.00027972149246574004,0.0007682956314309199,0.0007316703479724466,0.0010809303164522016,0.00029201034297371935,0.0005074589945416082,0.0004932625265186645
50861,0.01406236340308068,0.015446630438910841,0.015183764669647621,0.015110873240580119,0.00121850073348613,0.002015181400670026,0.0010541735338599817,0.0008914066312447281
