cohort,feature_set,classifier,attribute,group,n,n_positive,prevalence,selection_rate,auc_roc,avg_prec,f1,mcc,balanced_acc,tpr,fpr,ppv
cohort_N92-N89,bin,balanced_rf,all,all,466,18,0.03862660944206009,0.21888412017167383,0.48747519841269843,0.04263934611201621,0.06666666666666667,0.0016181992445429528,0.5017361111111112,0.2222222222222222,0.21875,0.0392156862745098
cohort_N92-N89,bin,balanced_rf,gender,F,466,18,0.03862660944206009,0.21888412017167383,0.48747519841269843,0.04263934611201621,0.06666666666666667,0.0016181992445429528,0.5017361111111112,0.2222222222222222,0.21875,0.0392156862745098
cohort_N92-N89,bin,balanced_rf,age_band,18-39,320,17,0.053125,0.209375,0.46631721995728986,0.056100319538307034,0.07142857142857142,-0.019156210209528818,0.48262473306154147,0.17647058823529413,0.21122112211221122,0.04477611940298507
cohort_N92-N89,bin,balanced_rf,age_band,40-64,145,1,0.006896551724137931,0.2413793103448276,0.8506944444444444,0.043478260869565216,0.05555555555555555,0.14773421007131973,0.8819444444444444,1.0,0.2361111111111111,0.02857142857142857
cohort_N92-N89,bin,balanced_rf,age_band,65-79,1,0,0.0,0.0,,,,,,,0.0,
cohort_N92-N89,cont,balanced_rf,all,all,466,18,0.03862660944206009,0.12017167381974249,0.43043154761904767,0.040410894459957054,0.02702702702702703,-0.039832547722029585,0.46639384920634924,0.05555555555555555,0.12276785714285714,0.017857142857142856
cohort_N92-N89,cont,balanced_rf,gender,F,466,18,0.03862660944206009,0.12017167381974249,0.43043154761904767,0.040410894459957054,0.02702702702702703,-0.039832547722029585,0.46639384920634924,0.05555555555555555,0.12276785714285714,0.017857142857142856
cohort_N92-N89,cont,balanced_rf,age_band,18-39,320,17,0.053125,0.11875,0.4046787031644341,0.05183511491859845,0.0,-0.08695016101845482,0.4372937293729373,0.0,0.1254125412541254,0.0
cohort_N92-N89,cont,balanced_rf,age_band,40-64,145,1,0.006896551724137931,0.12413793103448276,0.9201388888888888,0.07692307692307693,0.10526315789473684,0.22135246459040595,0.9409722222222222,1.0,0.11805555555555555,0.05555555555555555
cohort_N92-N89,cont,balanced_rf,age_band,65-79,1,0,0.0,0.0,,,,,,,0.0,
cohort_N92-N89,cont_bin,balanced_rf,all,all,466,18,0.03862660944206009,0.11802575107296137,0.4102802579365079,0.040232648485860015,0.0273972602739726,-0.03881090517239914,0.46750992063492064,0.05555555555555555,0.12053571428571429,0.01818181818181818
cohort_N92-N89,cont_bin,balanced_rf,gender,F,466,18,0.03862660944206009,0.11802575107296137,0.4102802579365079,0.040232648485860015,0.0273972602739726,-0.03881090517239914,0.46750992063492064,0.05555555555555555,0.12053571428571429,0.01818181818181818
cohort_N92-N89,cont_bin,balanced_rf,age_band,18-39,320,17,0.053125,0.11875,0.374684527276257,0.050420474174378456,0.0,-0.08695016101845482,0.4372937293729373,0.0,0.1254125412541254,0.0
