model,measure,mean_cont,std_cont,mean_disc,std_disc,mean_disc_imp,std_disc_imp,mean_bin,std_bin,mean_cont_bin,std_cont_bin,mean_disc_bin,std_disc_bin,mean_cont_disc_bin,std_cont_disc_bin
rf,auc_roc,0.5034881793796979,0.079148346944297,0.6274541300778183,0.09001333366644289,0.6170620047119298,0.08358310036979807,0.6115939479239971,0.12321618646025742,0.49355296841375224,0.14084441537916398,0.6675078277187937,0.14016422419921917,0.5330685422594824,0.11136789545484561
rf,avg_prec,0.2813206323296855,0.15820876177097853,0.43859669748566443,0.15070217212715956,0.42306331086124366,0.1471929046027959,0.3647163604315307,0.20673429787990297,0.2620327201846106,0.13478631340040256,0.48561911421524967,0.22411195859989905,0.2854585260744622,0.12419662678633962
rf,f1,0.0,0.0,0.0,0.0,0.0,0.0,0.27933166248955726,0.1237604936644114,0.0,0.0,0.0,0.0,0.0,0.0
rf,mcc,0.0,0.0,0.0,0.0,0.0,0.0,0.05328059834086183,0.13387429783235338,-0.023145502494313786,0.05175491695067656,0.0,0.0,-0.02880092164423916,0.06440081861116378
rf,balanced_acc,0.5,0.0,0.5,0.0,0.5,0.0,0.5266991504247877,0.07560515057705171,0.4928571428571429,0.01597191412499849,0.5,0.0,0.4892857142857143,0.023957871187497738
balanced_rf,auc_roc,0.49820548909218865,0.09785198051706923,0.6484368784995258,0.1512301554088012,0.6378685657171415,0.11351456319229673,0.6570582055910819,0.1378402774350198,0.5445074656549276,0.11139656081930277,0.683727269018552,0.06997234614723817,0.6386201032136993,0.15184229522878473
balanced_rf,avg_prec,0.2622297699465774,0.13499948156593777,0.3713633204717769,0.17625189164898306,0.36309349200100305,0.1357542915205537,0.41235692498407406,0.2183613049725971,0.28953440112946854,0.13579188040547824,0.4531821996358426,0.14176698881981215,0.39184245572790466,0.23920960277890277
balanced_rf,f1,0.07272727272727272,0.09958591954639384,0.4493731225154246,0.14254320919432764,0.43453046594982075,0.13734118724457647,0.3440905259813678,0.19241819610549882,0.10714285714285714,0.14725377234348785,0.45326147901508607,0.20366804904832728,0.28002457002457004,0.17981358917321674
balanced_rf,mcc,-0.17455584284040598,0.1946931492538281,0.24270646319061825,0.17620021403410188,0.2078334629889917,0.14991040656885704,0.0928130725557998,0.20463492624270413,-0.07865024216139174,0.15158174862807888,0.2818194870705865,0.23169193332234642,0.051568413204839715,0.2015596472835747
balanced_rf,balanced_acc,0.4077996715927751,0.10940772304095646,0.635960591133005,0.11862721974558511,0.6147783251231527,0.1028866180842946,0.5519204683372599,0.12271162784527506,0.4705254515599343,0.0787958959466817,0.6646658813450418,0.1319921175137595,0.5273077746840865,0.11347008314981416
catboost,auc_roc,0.5861273444910198,0.08973897814220295,0.6479048740935653,0.06970087248106453,0.6654795051453865,0.08328822895551498,0.6938546033105897,0.142862667255872,0.6637946332955972,0.13035817105646325,0.675269763077645,0.12665515807433483,0.6445685320605004,0.10277571123174124
catboost,avg_prec,0.38583277692883045,0.1420714089576622,0.4319428903036154,0.1757121882468554,0.3909248422789539,0.217515458536193,0.46440580844959156,0.25723670491537,0.45693033969324476,0.20564048877789323,0.41072650736228694,0.2593171765440083,0.40619121042797934,0.18462984624551323
catboost,f1,0.1,0.13693063937629155,0.10714285714285714,0.14725377234348785,0.11153846153846154,0.1540863509539241,0.2578571428571429,0.2993232161979789,0.146031746031746,0.13580475959496785,0.08444444444444445,0.1158969316480471,0.1308080808080808,0.12184703244805056
catboost,mcc,0.07308193934169455,0.20853783320373367,0.06760175824431501,0.1723246511927268,0.07538591823916657,0.1754002978284028,0.15270383424735584,0.3052570283642964,0.10984075551103287,0.19618956800726098,0.03541182251450478,0.09857285805433635,0.08497821809667191,0.10571816891378788
catboost,balanced_acc,0.5096469622331691,0.065147537514423,0.5192939244663382,0.04464557019481945,0.5228653530377668,0.049154835474482884,0.5818144499178982,0.15102043674294763,0.5264367816091954,0.05379614740691454,0.5132183908045976,0.028192662243251284,0.5263136288998358,0.03129589578674097
