itemid,mean_bin,mean_cont,mean_disc,mean_disc_imp,std_bin,std_cont,std_disc,std_disc_imp
50803,0.00030080024918288,0.00013749450549449999,0.00014955102040816,0.00014955102040816,0.0004962064475265705,0.00022874853662501415,0.00025457244619625556,0.00025457244619625556
50804,0.00977251016920758,0.0035821900551893603,0.0059656963311463,0.005774674074634259,0.003026915713122572,0.0008620551559879942,0.0022821169077407682,0.0018279346394597044
50805,0.00036541756684559996,0.0,0.0,0.0,0.0002884544093351802,0.0,0.0,0.0
50806,0.00622382770173772,0.00128502184380848,0.00450021103756452,0.00420067419403798,0.0033000077802255,0.0010977730899393585,0.004017000112120614,0.00422019369217229
50808,0.00409293623797408,0.00114522129013542,0.0032631459513144403,0.0030862371571889597,0.0016109150136126252,0.0007558728453419764,0.0016866979470721434,0.0017236546715283766
50809,0.01443529950885718,0.00411330127060192,0.00847658760018222,0.00799676912792388,0.006982975746926294,0.0022773768172973333,0.0027826660554521043,0.00286117640651063
50811,0.00553784072724918,0.0017628735714221601,0.00190727021155732,0.0020814164205705003,0.0026471526377836235,0.001567548441699263,0.0019633567717674888,0.0020595653340056436
50813,0.0230381321945923,0.0069424766671918004,0.013666928580843701,0.013103711813906979,0.0038690730977573567,0.0020482437545223412,0.0035121644146338506,0.003110013954151384
50814,0.00029572027972026,0.0,6.453781512604e-05,0.00011091462672024001,0.00029281505805351423,0.0,0.0001443109417411396,0.0001552322322922338
50818,0.01049500191295408,0.00351094603534784,0.00699105724861776,0.00716042195785972,0.0022676591210999035,0.0006182615698731499,0.002462869897696372,0.001761917100645098
50820,0.00975875755011522,0.00460385950804034,0.007159877984997701,0.00745834028946484,0.0016352382188606221,0.0019290812132538005,0.0005215490064035768,0.000990026357334513
50821,0.01172165829032104,0.0033805887416317798,0.0066853428708409405,0.0064757032909097,0.003583902621658634,0.0006814409956188938,0.0024604620129996383,0.0020569955914389584
50822,0.00823091000662022,0.0038320745446136393,0.00485514111865336,0.00502316350026676,0.002127641602062585,0.0007252094171922368,0.0009485516675365041,0.0008825293038539415
50824,0.005201291514430341,0.0016432008657043002,0.0035039761991764403,0.0032054209047926,0.002259882833271718,0.0011683314155133716,0.0009620869495894958,0.001167649271244641
50853,0.0012329247968840998,9.232270022436001e-05,0.00053162620833238,0.00041513872326417995,0.0003339375810650702,0.00020643983356800406,0.0003517360303323939,0.00030578474563654494
50856,6.29218225419531e-05,0.0,3.555555555554e-05,3.555555555554e-05,0.00010519867857267428,0.0,7.950463919995774e-05,7.950463919995774e-05
50861,0.02477598014585154,0.01919000138929224,0.018126300908991498,0.01861952655319944,0.008431249695315817,0.0065750240470247336,0.007480089216370389,0.007120627556459209
50862,0.0221805861101288,0.01243730395222712,0.01922285875839602,0.01897586963906698,0.0030244954697395895,0.002725387864234146,0.0011968344570367343,0.0015291156635826937
50863,0.02015061087616368,0.0211394910642875,0.02532678186299498,0.025691836383200585,0.0058991344658554205,0.006767991217276012,0.003821792785788992,0.0033685223699234093
50866,0.0,0.0,0.0,8.918617614268e-05,0.0,0.0,0.0,0.00019942635250830244
50867,0.00095637464802224,0.0,0.00055307969910698,0.00047688922291652,0.0005341738997568146,0.0,0.00042850238765558573,0.0003548804208338707
50868,0.02538981317450854,0.02241061910981508,0.013021015053596,0.012869629398046359,0.003426581419914789,0.006278040845331756,0.004173662142371321,0.0038596008384839415
