model,measure,mean_cont,std_cont,mean_disc,std_disc,mean_disc_imp,std_disc_imp,mean_bin,std_bin,mean_cont_bin,std_cont_bin,mean_disc_bin,std_disc_bin,mean_cont_disc_bin,std_cont_disc_bin
rf,auc_roc,0.425233843537415,0.21214482009807165,0.499092970521542,0.26089844389462896,0.4798681972789115,0.24514354061464622,0.5030966553287982,0.24197378283143348,0.5185374149659865,0.1267374591993252,0.4886196145124716,0.06950005582555636,0.5010700113378684,0.21060331874471727
rf,avg_prec,0.14412838299056902,0.21907173284198478,0.10620149179960965,0.11023684905441,0.07929787955753766,0.05605368242186036,0.06778204396512891,0.011186079701232306,0.1635872441440529,0.2016391688361696,0.06434489110959699,0.018182311122363626,0.10566285038727494,0.10199886657668944
rf,f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rf,mcc,0.0,0.0,0.0,0.0,0.0,0.0,-0.058154728122793285,0.06760448305296071,0.0,0.0,0.0,0.0,0.0,0.0
rf,balanced_acc,0.5,0.0,0.5,0.0,0.5,0.0,0.4521258503401361,0.061039193984779444,0.5,0.0,0.5,0.0,0.5,0.0
balanced_rf,auc_roc,0.3968395691609977,0.21377036557683785,0.38040674603174607,0.15403507767077582,0.37363236961451246,0.15495850216195753,0.361203231292517,0.22547673123366702,0.3316468253968254,0.24383015540289402,0.32245606575963714,0.21374017404150383,0.36281179138321995,0.17654075337704386
balanced_rf,avg_prec,0.1434313516982651,0.21454603293038776,0.06301176456351158,0.034338128691426495,0.05941364191835765,0.027748680803893033,0.04978147817351324,0.008680179909493664,0.057856905827622165,0.029006480407292305,0.05225148156228311,0.02083690613425948,0.14375702061882928,0.21298918549488433
balanced_rf,f1,0.07314285714285715,0.12377728517999824,0.07707902234218023,0.03333829681348844,0.07992673992673993,0.036677990588725576,0.0,0.0,0.03636363636363636,0.08131156281817417,0.03333333333333333,0.07453559924999299,0.01818181818181818,0.040655781409087086
balanced_rf,mcc,-0.027624985061662822,0.18890555541205387,-0.04975835539996261,0.11720928118993927,-0.03928791889142032,0.1090527402048052,-0.1173918334812076,0.05232869235184289,-0.05523705800793356,0.13092078055913917,-0.07992621469234756,0.13745955815209307,-0.10916384222363687,0.09308288891716283
balanced_rf,balanced_acc,0.4636904761904761,0.16534240227144853,0.4504251700680272,0.12178890658176575,0.4587585034013605,0.11746963093868575,0.38805272108843536,0.05860190937103621,0.45263605442176874,0.12522020032742429,0.41968537414965984,0.14057484959129055,0.38664965986394556,0.10706241159192194
catboost,auc_roc,0.5013818027210883,0.20282145728215412,0.5248653628117913,0.18705556409226085,0.47589994331065766,0.2612667189930621,0.41331490929705217,0.22449848793698585,0.5385841836734694,0.22238890553088955,0.4864441609977324,0.23713347259990997,0.5331986961451246,0.20011477445927345
catboost,avg_prec,0.08906853646033117,0.06876812813292722,0.10724797520230764,0.10645110859160849,0.10304982350570586,0.10562957304119801,0.05656094096438484,0.016156112209769095,0.09271421939735594,0.06851856907110745,0.102973450252691,0.10475676581249796,0.1081399193382829,0.10329840474343424
catboost,f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost,mcc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost,balanced_acc,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0
