model,measure,mean_cont,std_cont,mean_disc,std_disc,mean_disc_imp,std_disc_imp,mean_bin,std_bin,mean_cont_bin,std_cont_bin,mean_disc_bin,std_disc_bin,mean_cont_disc_bin,std_cont_disc_bin
rf,auc_roc,0.5660545546631938,0.059969013106231164,0.5581693618406772,0.044901812625058046,0.5456396365434242,0.03633209930736716,0.5168087813231074,0.008394964827310614,0.5858444275619228,0.05434956021798016,0.548393356727685,0.03183044422923079,0.5708976075054868,0.06300419887431997
rf,avg_prec,0.1648123161195408,0.024643152065314738,0.17066229522645926,0.017866326049102856,0.17077346165498467,0.01930380295919703,0.14986894538839607,0.006718208812160296,0.17082301702648708,0.02352908284800542,0.16736761950399093,0.015607964022861657,0.1710898181656021,0.022708656079955817
rf,f1,0.06164510594890341,0.057347716233945696,0.07025023169601483,0.06703938787118147,0.070509069724756,0.06716261145374762,0.13393744448674025,0.054624038531601304,0.06193196768154828,0.057709084782481226,0.07437957050238168,0.07180512609829603,0.06640701071080818,0.0639179356145957
rf,mcc,-0.021067490574363062,0.026960650889510874,-0.017524001642639557,0.02984497703178956,-0.016757022307004477,0.029553904378757306,-0.017639104228471265,0.04579662467965495,-0.02490079837390865,0.024760470981849005,-0.015824163700156126,0.03662624411385542,-0.015561265143476055,0.030961204513691387
rf,balanced_acc,0.4897744977449774,0.013598532501091122,0.4931119311193112,0.015166300498487254,0.49348093480934807,0.015009622372090064,0.49109311313701376,0.027272201320552917,0.4897744977449775,0.013416522009941942,0.4942271422714227,0.01796261138520482,0.4923657236572366,0.01543545371023475
balanced_rf,auc_roc,0.6172552335817476,0.060651035252262106,0.5710747835419532,0.060201424610895615,0.5636298929165762,0.04578204059081101,0.5346848696428139,0.021464186316560996,0.6018148107951669,0.06057173161214477,0.5575920097436269,0.041791020616276375,0.6008897390444492,0.046105907203259223
balanced_rf,avg_prec,0.19833477918483666,0.03586695158618441,0.1802788928213881,0.02131031899422212,0.1752607512850898,0.01859117688501256,0.1601177977014285,0.018370370011852648,0.1896013015915337,0.02717504620838612,0.17000936815872827,0.014720683031374398,0.19513058212639783,0.03039521465637412
balanced_rf,f1,0.19594312769495253,0.058559437085362646,0.17869613932840844,0.019535488805146994,0.1973807741908798,0.01882101490561167,0.2051025025936112,0.03914534690194282,0.1945545989030268,0.050083253040680335,0.18365023095928673,0.03150655469085212,0.20346849885073684,0.0490740131153937
balanced_rf,mcc,0.04565003371188762,0.06963601434188613,0.0007563262271830573,0.03555477841694485,0.02269414666596251,0.021767218762334544,0.004154088392495363,0.05217667532235685,0.041257918753375734,0.04437423621587722,0.006519712647566671,0.0292656085178016,0.05215316863550593,0.04640897089203891
balanced_rf,balanced_acc,0.523355009285387,0.032322727624476966,0.4990224718423654,0.022053108175463697,0.5134791561150904,0.013361452963353093,0.5030017425174252,0.03523387134149728,0.5233740624170948,0.026064287456800558,0.5038522598461278,0.017206485165163102,0.5292904517280468,0.02893640696224676
catboost,auc_roc,0.6130170875238165,0.06318860906001689,0.5452932132262499,0.047770621915007874,0.5365966042013361,0.019965636112012734,0.5319688939536455,0.024917250521911755,0.5681879024672599,0.047319188621227685,0.5539490630200419,0.04586993654959579,0.5852751851047922,0.05815578250190575
catboost,avg_prec,0.2072800484190564,0.03794823031367759,0.1829065027420145,0.038124084811862836,0.17738656122478244,0.016718144328814192,0.1870774120063552,0.03124552913232831,0.18490191595404934,0.037589995238988705,0.17971244866827155,0.026290455094094802,0.1965917849739754,0.0349116713489291
catboost,f1,0.017391304347826087,0.023814024239355046,0.017206290471785384,0.023562953524415127,0.01702127659574468,0.038060731531911314,0.017028985507246373,0.023326693627275175,0.0,0.0,0.017206290471785384,0.023562953524415124,0.008695652173913044,0.019444069369563388
catboost,mcc,0.030039328653022536,0.09951299423071891,0.028314262932552736,0.0772775101982499,0.034578508416376684,0.09070127511972083,0.029167371920744124,0.06851957881803167,-0.030657903308772737,0.02051691453200042,0.03022663982913525,0.0754933560321919,0.01509000744399347,0.07090159503739613
catboost,balanced_acc,0.5003854038540385,0.010490521975098314,0.5026007826254733,0.006998151298801354,0.5040754407544076,0.010175769834045967,0.5029684296842969,0.005943051505219489,0.49557195571955714,0.0038259116888058543,0.5029697863155103,0.0066220541504309095,0.5007462074620747,0.006219195949967901
