model,measure,mean_cont,std_cont,mean_disc,std_disc,mean_disc_imp,std_disc_imp,mean_bin,std_bin,mean_cont_bin,std_cont_bin,mean_disc_bin,std_disc_bin,mean_cont_disc_bin,std_cont_disc_bin
rf,auc_roc,0.6048468919282906,0.02121388638939983,0.5805391248315904,0.018339413101426987,0.5805121671664393,0.01607517134533628,0.5240471097976176,0.0187035269461886,0.6058834246432618,0.02317896314005064,0.5771619672874616,0.01154481246646981,0.6084168725955011,0.018257596085988634
rf,avg_prec,0.23241291246488743,0.016415267133804177,0.21667782995041546,0.015510958963932875,0.21633002138324553,0.011626058772061156,0.20204834262690552,0.00800288674369309,0.22744595142892518,0.01588277542109879,0.21545853222313838,0.011344520830231191,0.22958009899482387,0.016302886377137223
rf,f1,0.028075609702110725,0.008238749591411453,0.05209574089710306,0.008148021185009771,0.052346398826550955,0.007565486797229237,0.18628267277942565,0.01729290449794778,0.020019286503035527,0.00432979332690622,0.0574867675581866,0.008821083138035517,0.02227101811801821,0.009663716619829912
rf,mcc,0.058043372747107816,0.014066715673243269,0.028589052217160266,0.012182934517135027,0.032714164686900395,0.012870545677869254,0.022866808290607166,0.003966887430693482,0.042198596818212426,0.014460592343498042,0.03771351975155179,0.019152474482413216,0.04615759395775536,0.0175545939500454
rf,balanced_acc,0.5055577491859793,0.001889735310591963,0.5052258758791345,0.002297460300230055,0.5058084398960194,0.0022669258784805027,0.5105204296315744,0.001556559099888828,0.5035842104787518,0.001279975566114017,0.5068703078159446,0.0033346000422181197,0.5041187967012242,0.002131480106621305
balanced_rf,auc_roc,0.6546472555151409,0.014197208719031013,0.6237860333894112,0.009767706655104652,0.6226291043237739,0.007832483540975082,0.5552156922769019,0.014025076316552811,0.6505840834189175,0.015188489439916946,0.6194103261818091,0.008897448419265569,0.6494885655271732,0.01488702134358549
balanced_rf,avg_prec,0.29277185047436804,0.014255099821265712,0.2632799512264211,0.012141609534131919,0.2630551483745164,0.010877087074084241,0.2196769351288939,0.006924086279226189,0.29231756090062905,0.017295878982679862,0.25925875962607237,0.009902842497662295,0.29158948423309106,0.016591289180673093
balanced_rf,f1,0.331600464627346,0.021447275011047387,0.3129863222370162,0.012199979055487274,0.31105894109319576,0.016707753515111175,0.27141588035389735,0.00203887532863351,0.32350372565695995,0.01578865939369531,0.3072101507269112,0.015411003973581668,0.3260985589016436,0.022810692282706043
balanced_rf,mcc,0.18074754150313832,0.027318436079366005,0.14515383312039024,0.015121892236011554,0.14424750461463579,0.020196750872252426,0.05760661542330987,0.010414631332753357,0.17395471109940103,0.018199346864767884,0.13870747484166068,0.019017182144672972,0.17245944742225033,0.028370267428617334
balanced_rf,balanced_acc,0.5899563451564459,0.013265113289534856,0.5761133445149895,0.007963903501907661,0.5752042389497503,0.010706930883274348,0.5338692554663358,0.005308096109884527,0.5855651286185405,0.009315226692789126,0.5725132154892983,0.00999262962101034,0.5864062438887389,0.014002040322655143
catboost,auc_roc,0.65280522904876,0.007335963323409876,0.6313701216252662,0.008176542951977735,0.631487116249871,0.007897300021284259,0.583378608652973,0.006258948522852857,0.6438964936578984,0.011280832460369431,0.6352561974840223,0.0100723782584552,0.6523809053230807,0.012169823892208179
catboost,avg_prec,0.29695671262292783,0.023259674700047528,0.27726531952242106,0.012389339033063178,0.2760232761819717,0.011316290758006222,0.24201358798097222,0.0069765634739240665,0.28740961126889825,0.016379046467116232,0.28197360240633434,0.018597921921657733,0.29826734744842465,0.01944763057524024
catboost,f1,0.10855673098034405,0.023197287657972965,0.0583148842248129,0.008239201379206312,0.06305092645836032,0.008375913396037325,0.02655939111482698,0.010153563495290471,0.09479914538823357,0.015085580568956551,0.06476956163887462,0.013389936507215924,0.1041860262399655,0.018675100776802886
catboost,mcc,0.10175469159982482,0.031693998689800745,0.060351230705544025,0.01969796536326723,0.057897394683831,0.013628344090071997,0.032537979019618864,0.02421750361268809,0.0859544563152824,0.02937010450740925,0.07022618876817778,0.030368911055862122,0.10545931468151604,0.033023548537928056
catboost,balanced_acc,0.5214800888886783,0.007496072993560917,0.5096655351748559,0.002956902332495151,0.5100075670022504,0.0024356985834155616,0.5036803592427719,0.0028511476657822788,0.5173596125863301,0.005548925183510056,0.5114734221008576,0.004675588006973535,0.5210199118438087,0.006528678893301466
