model,measure,mean_cont,std_cont,mean_disc,std_disc,mean_disc_imp,std_disc_imp,mean_bin,std_bin,mean_cont_bin,std_cont_bin,mean_disc_bin,std_disc_bin,mean_cont_disc_bin,std_cont_disc_bin
rf,auc_roc,0.5223143517020212,0.040470678705828045,0.4975480670216835,0.05645838012984884,0.5326471799699902,0.07387658528223556,0.5302562961546383,0.04085467416454794,0.5389702550825267,0.03527602972152262,0.5091036438259438,0.06427065039701313,0.5442151504898644,0.04823019978548909
rf,avg_prec,0.025413098298462146,0.0039529214522258695,0.023800813679753383,0.004387086658096885,0.025448125812182264,0.006076819811786548,0.02929056938356961,0.0073887091665547225,0.026580473749767387,0.004262933888509632,0.02437646173624607,0.005512229318032236,0.02657706225729593,0.005043368759441844
rf,f1,0.0,0.0,0.0,0.0,0.0,0.0,0.04192925018428569,0.024312210486806866,0.0,0.0,0.0,0.0,0.0,0.0
rf,mcc,-0.0015173357592083666,0.0020777604238434023,-0.004520140159239181,0.0025780380032203163,-0.004763187341307274,0.00273410892711006,0.005079856265915858,0.03150766868822492,-0.0015173357592083666,0.0020777604238434023,-0.005827043608889025,0.0006463715356165566,-0.0015173357592083666,0.0020777604238434023
rf,balanced_acc,0.4998793727382388,0.00016517568079167425,0.49945717732207484,0.00033035136158332567,0.49939686369119424,0.00036934405047996723,0.502175998117038,0.025746656787719473,0.4998793727382388,0.00016517568079167425,0.4992762364294331,0.00016517568079167425,0.4998793727382388,0.00016517568079167425
balanced_rf,auc_roc,0.5813347700726706,0.03826916493825341,0.5369045132248669,0.017454234727250516,0.535219556327047,0.007961037104536309,0.5526474006296155,0.037751202936519936,0.5681066668628085,0.023738984848272415,0.535357284709759,0.01942333120943316,0.5625146738650739,0.0251722859773768
balanced_rf,avg_prec,0.04536518171763838,0.012189223349502879,0.02948921497458139,0.0033091550927463447,0.02889553775164854,0.002057998947664253,0.03398299197771482,0.010095154924615119,0.043488175333526835,0.012018446265631361,0.029868138447598898,0.0029030039768737407,0.03874312333844254,0.007146254422695284
balanced_rf,f1,0.08230224421681662,0.018079978313705954,0.052720585228325165,0.020280632517575777,0.05259267386963318,0.01556270214900214,0.056396583210606845,0.012393956566668916,0.06783326260317211,0.032086803228525446,0.05337095680154512,0.010300125167035415,0.07787937604865758,0.025951614843392635
balanced_rf,mcc,0.0589409420053308,0.02217404187036504,0.01808391953628862,0.030889068344899937,0.018396532023524197,0.02427288127462098,0.02606257995974588,0.025701616766376605,0.039266810776397675,0.04302014633331357,0.01988754036435273,0.01615644440213363,0.05376506902615051,0.0338921251483038
balanced_rf,balanced_acc,0.5567431374856572,0.01842834201651626,0.5192209979699314,0.033468141114928726,0.520005075171379,0.02691461414101175,0.5359872311630233,0.035558594173121995,0.5364170761128599,0.04113069029409415,0.5227389743740621,0.018208166873319453,0.5522866221424578,0.03268165325789931
catboost,auc_roc,0.5420354379358028,0.035219249083446445,0.541143715613875,0.06347000562950088,0.5288551075347907,0.06766485847050772,0.5031198696637147,0.050150692117335166,0.5368803509959104,0.05468966430573187,0.5353433096001647,0.07306082340614044,0.5456794477625114,0.07480295866341966
catboost,avg_prec,0.04831485348033495,0.019984082264567042,0.039434112194037065,0.010252553299891939,0.03012231660497518,0.008936614139393563,0.027297034086662036,0.004198501107590889,0.03494306060334586,0.009184878013645342,0.03385296600406591,0.009382892028629965,0.051519765577638356,0.02063964630714095
catboost,f1,0.009302325581395349,0.020800632348835252,0.009302325581395349,0.020800632348835252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catboost,mcc,0.021291188507459237,0.04760854482444114,0.01643168406784464,0.03888441683717915,-0.0018300070281013787,0.0025626431308197924,-0.0028309413538714057,0.002832998573355376,0.0,0.0,-0.002584103323152182,0.0024414016727003682,0.0,0.0
catboost,balanced_acc,0.5023787107593634,0.00531895895674651,0.5023190591073583,0.005355747691067499,0.49981905910735824,0.00026973075723760127,0.49969843184559704,0.00036934405047996723,0.5,0.0,0.49975874547647764,0.0002523100200645503,0.5,0.0
