cohort,feature_set,classifier,attribute,group,n,n_positive,prevalence,selection_rate,auc_roc,avg_prec,f1,mcc,balanced_acc,tpr,fpr,ppv
cohort_J18-A49,bin,balanced_rf,all,all,10464,25,0.00238914373088685,0.19017584097859327,0.6585784078934763,0.004458483392429802,0.009925558312655087,0.026165136793885303,0.6051633298208641,0.4,0.18967334035827185,0.005025125628140704
cohort_J18-A49,bin,balanced_rf,gender,F,4835,18,0.003722854188210962,0.1906928645294726,0.5936555717020736,0.006036701597328099,0.01276595744680851,0.022195594446059237,0.5715867414019791,0.3333333333333333,0.19015985052937512,0.006507592190889371
cohort_J18-A49,bin,balanced_rf,gender,M,5629,7,0.0012435601350151003,0.18973174631373246,0.8166260100625096,0.004114241163638339,0.0074418604651162795,0.034350869390293116,0.6910860395385475,0.5714285714285714,0.18925649235147635,0.003745318352059925
cohort_J18-A49,bin,balanced_rf,age_band,18-39,1082,0,0.0,0.16173752310536044,,,,,,,0.16173752310536044,0.0
cohort_J18-A49,bin,balanced_rf,age_band,40-64,4721,13,0.002753653886888371,0.19212031349290404,0.8130269263446834,0.00811350681379741,0.015217391304347827,0.046195284942747564,0.6736487811254166,0.5384615384615384,0.1911639762107052,0.007717750826901874
cohort_J18-A49,bin,balanced_rf,age_band,65-79,3434,6,0.0017472335468841002,0.19073966220151428,0.47026935044729673,0.002567050554209849,0.0030257186081694403,-0.0025634256244685097,0.4879424348502528,0.16666666666666666,0.19078179696616102,0.0015267175572519084
cohort_J18-A49,bin,balanced_rf,age_band,80+,1227,6,0.004889975550122249,0.20619396903015486,0.4745427245427245,0.007182126637471187,0.015444015444015444,0.022029399179400458,0.5638820638820639,0.3333333333333333,0.20556920556920558,0.007905138339920948
cohort_J18-A49,cont,balanced_rf,all,all,10464,25,0.00238914373088685,0.11142966360856268,0.6278838969249928,0.00435012332212012,0.010075566750629723,0.019995626714052618,0.5644391225213143,0.24,0.1111217549573714,0.005145797598627788
cohort_J18-A49,cont,balanced_rf,gender,F,4835,18,0.003722854188210962,0.10031023784901758,0.5985283602057527,0.007473640103936021,0.015904572564612324,0.024807060762556715,0.5611837704426452,0.2222222222222222,0.0998546813369317,0.008247422680412371
cohort_J18-A49,cont,balanced_rf,gender,M,5629,7,0.0012435601350151003,0.12098063599218334,0.7161025562839864,0.00286527086703269,0.005813953488372093,0.017824968336115323,0.5824693804949941,0.2857142857142857,0.12077552472429741,0.002936857562408223
cohort_J18-A49,cont,balanced_rf,age_band,18-39,1082,0,0.0,0.09242144177449169,,,,,,,0.09242144177449169,0.0
cohort_J18-A49,cont,balanced_rf,age_band,40-64,4721,13,0.002753653886888371,0.10823977970768905,0.7918109927455722,0.009093442307558165,0.019083969465648856,0.046745053121028814,0.638569374550683,0.38461538461538464,0.10747663551401869,0.009784735812133072
cohort_J18-A49,cont,balanced_rf,age_band,65-79,3434,6,0.0017472335468841002,0.11589982527664532,0.48750486192143133,0.0025459480991404976,0.0049504950495049506,0.006635035228294222,0.5254278490859587,0.16666666666666666,0.11581096849474913,0.002512562814070352
cohort_J18-A49,cont,balanced_rf,age_band,80+,1227,6,0.004889975550122249,0.12795436022819887,0.36124761124761123,0.004488708149561943,0.0,-0.02685194386354903,0.4357084357084357,0.0,0.1285831285831286,0.0
cohort_J18-A49,cont_bin,balanced_rf,all,all,10464,25,0.00238914373088685,0.11362767584097859,0.6534074145033049,0.004682830128756374,0.011532125205930808,0.025654968376236927,0.5833853817415462,0.28,0.11322923651690775,0.005887300252312868
cohort_J18-A49,cont_bin,balanced_rf,gender,F,4835,18,0.003722854188210962,0.10982419855222338,0.6200205291444653,0.007289117741763243,0.018214936247723135,0.032836002448923346,0.5842905911932277,0.2777777777777778,0.1091965953913224,0.009416195856873822
